turku_text,region
"Su alır bağımda yetişen sümbül
Gönlümün bulutu yağdığı anda
İçimdeki karanlığı silerim
Hayatım güneşi doğduğu anda

Sevdiğimin kıra geldi sürüsü
Dağın yamacında kaldı yarısı
Sürünün içinde bana birisi
Söz verdi koyunu sağdığı anda

Öğle vakti ağustosta kar gördüm
Bir güzelde el değmemiş yer gördüm
Ak gerdanda domur domur ter gördüm
Taze harmanını yığdığı anda

Bu gün Çırağı’yı bir alev sardı
Sor öğren içinde bir nokta vardı
Dere gölgelendi güneş sarardı
Işık karanlığı boğduğu anda
",erzurum
"Anam ne karaymış alnımın yazısı
Saat birden sonra yürek ağrısı
Düştü yüreğime (...)
Dönder kardeş dönder anama beni

Ilıca yolunda süzüldü gözüm
Erzurum yolunda bitti son sözüm
Nişanlıma demeyin sarardı yüzüm
Dönder kardeş dönder anama beni

Evlerinin önü bahçeye bakar
Tabutun üstüne sarı su akar
Ablam Kazım deyip yüzüme bakar
Dönder kardeş dönder anama beni

Tabut geldi indi dalım eni çok
Yan üstü yatmaya hiç imkani yok
Patladım dedimse hiç çaresi yok
Dönder kardeş dönder anama beni
",erzurum
"(Çırağı)
Anam babam ara ara
Girdiler aynı pazara
Tam dört ay on dört gün sonra
Kana döndürdüler beni

(Yareni)
Atomdan gen taşır iken
Bir mahzende yaşar iken
Yüz kırk günü aşar iken
Cana döndürdüler beni

(Çırağı)
Aha belli oldu halim
Dokuz ay on günlük yolum
Belli oldu elim kolum
Bana döndürdüler beni

(Yareni)
Kara değil daim ağdım
Anamın sütünden sağdım
Vakit tamam oldu doğdum
Dine döndürdüler beni

(Çırağı)
İnsan oldum üne geldim
Şöhret olup şana geldim
Elestüde dine geldim
Şana döndürdüler beni

(Yareni)
İnsanlığı arzu ettim
Eğitildim yola gittim
Hem okudum hem okuttum
Fene döndürdüler beni

(Çırağı)
Çırağı diyorlar bana
Senden oldum döndüm sana
Aha geldim kabristana
Sana döndürdüler beni

(Yareni)
Yareni’yim neler duydum
Yazık ki nefsime uydum
Başımı yoluna koydum
Yine döndürdüler beni
",erzurum
"Aziz kardeş dengin sağla irşad eden ehl-i hal
Cananına canından geç aşkın ile et niyaz
Haklara riayet eyle riyan taştan taşa çal
Şeytan lanetlendi işte ettiğinde itiraz

Kainatın her zerresi sana Hakk'ı anlatır
Çalış kazan helalından hak ilhakı anlatır
Tarikat hakikattir ki hoş ahlakı anlatır
Cennetini diler isen hal içinde haldir haz

İnsan kişi ihsan ister rızasında erişe
Hak'tan alan halka satan niçin girsin yarışa
Sakidedir aşk lezzeti kaynaktır içten neşe
Geleni tahta çıkarır hatırnazdır hatırnaz

Genel hayatın içinde yaşın sınırı kaçtır
Çırçır Ali'nin dilleri her hastaya ilaçtır
Eğit kendin ahalini hayırhaneler açtır
İster sazını çal gezin ister isen şiir yaz
",erzurum
"Durmadan akıyor kanlı gözyaşım
Dur ağlasın aksın çağlar bana ne
Çiçek açtı ben barını görmedim
Kurusun isterse bağlar bana ne

Gülmedim ezelden bahtım karalı
Bağrımda çıbanlar ardı sıralı
Arzu gelin oldu Kamber yaralı
Boşuna peşinden ağlar bana ne

Çırağı’yım bu sevdanın zarına
Akıl yetmez esrarına sırrına
Derler Kerem yandı aşkın narına
Ateşle sînesin dağlar bana ne
",erzurum
"Durna sesi geliyor
Daşların arasından
Eğil bir yol öpeyim
Kaşların arasından

(Bağlantı)
Gel otur yanıma
Dola kolun boynuma

Durnam yüksekten uçar
Telli kanadını açar
Her gün gezdiğim kızlar
Şimdi de benden kaçar

Bağlantı

Bugün ayın on dördü
Yar saçını kim ördü
Ördü ise yar ördü
İspat eyle kim gördü

Bağlantı
",erzurum
"Aşkın tarlasını aşık
Dertli dertli sürer durur
Sevdiğinin haberini
Her bir yandan sorar durur

Kimi giden kimi gelen
Bilmeyenden eydir bilen
Derununda derdi olan
Gezer çare arar durur

Kopardın gönlümün bağı
Rüzgar kaldırdı yaprağı
Çaresiz Nuri Çırağı
Yarasını sorar durur
",erzurum
"Amman amman
Dün gece yar hanesinde
Yastığım bir taş idi
Altım çamur üstüm yağmur
Yine gönlüm hoş idi

Amman amman amman
Amman amman amman
Ben yandım seni bilmem

Amman amman amman
Amman amman amman

Bir dağ ne kadar yüce olsa
Dağ kenarı yol olur
Buna bayram gün derler
Dostla düşman bir olur

Amman amman amman
Amman amman amman
Ben yandım seni bilmem


",erzurum
"Düngürcüler geldi sıra sıra dizildi
Altın tas için (anam) kınam ezildi
Alnımıza böyle (anam) yazı yazıldı

İşte ben giderim (anam) şen olsun evüz
Ben gittikten sonra (anam) gen olsun evüz

Çegile taş atma (anam) batar da gider
Uzağa kız verme (anam) yiter de gider
Anayı babayı (anam) atar da gider

İşte ben giderim (anam) şen olsun evüz
Ben gittikten sonra (anam) gen olsun evüz

Elimi attığım (anam) asma terekler
Belim yasladığım (anam) yüce direkler
Ahırda iniler (anam) çifte medekler

İşte ben giderim (anam) şen olsun evüz
Ben gittikten sonra (anam) gen olsun evüz
",erzurum
"Eğer adam isen kalpleri kırma
Dibi görünmeyen bir göle dalma
Derenin içinde binayı kurma
Yağmur yağar hemen yıkan sel olur

Her olur olmaza sırrını deme
Nanca bilgin olsa kendini övme
Haram lokma alıp dikkat et yeme
Yakın dostun her an sana el olur

Yar olmayan yare sevdaya düşme
Hayalle yaşayıp havadan uçma
Ölmezden kefeni üzeren biçme
İşin her an senin kalmakal olur

İlmi bilenlerden oku dersini
Boşuna harcama has nefesini
Helalinden kazan gel mirasını
Bıraktığın malın beytemal olur

Bir yar için geldim ben bu cihana
Ali Rahmani'yim nasihat bana
Bir gün çıkacağım Ulu Divana
O zaman ettiğin hasbihal olur
",erzurum
"Eğer aşık isen güzel canana
Seyreyle cemalin dur gizli gizli
Eğer mecnun isen hüsnü didara
Gizle asrarını dur gizli gizli

Mamur et başını kendinde ara
Eğer mamur isen erersin dara
Farkeyle kendini yanarsınnara
Bülbüle zareyle dur gizli gizli

Yeşil nikabından perdeyi kaldır
Sevdiğin dilberin orada vardır
Aşıkların işi hey dost ahile zardır
Açıldı gülleri der gizli gizli

Bu sırrı vahdetten irfanı gözle
Arif olup dostun izini izle
Sen herşeyden evvel kendini gözle
Gördünse didarı dur gizli gizli

Manayı alemde o cana yar ol
Ara sevdiğini öz bağında bul
Aşıklar maşuğa hey dost olmuşlardır kul
Özünü pakeyle dur gizli gizli

Noksani seyreyle bekle ikrarı
Sinemde yanıyor aşkıyla narı
Aşıklar neylesin böyle ayarı
Çekiver katarı var gizli gizli
",erzurum
"Seher zamanında bütün kainat
Secdeye başını vurur eğilir
Şahadet getirir zikire başlar
Hakk’ın huzurunda durur eğilir

Mürşit zikir eder müridi dinler
Derya cuşa gelse dalgalar inler
Müddeti geldi mi bütün ekinler
Erer kemalata kurur eğilir

İnsanda ne güzel hisler duygular
Düşün göze nerden gelir uykular
Kimin emri ile akıyor sular
Bilinmez menzile yürür eğilir

İkrar verip ikrarında kalanlar
Hakikat yolunda menzil alanlar
Bu aşkın sırrına agah olanlar
Kendi noksanını görür eğilir

Sevgidir aleme en büyük rahmet
Sevgiyle alemi sevdi Muhammet
Sevgi de muhabbet aşk da muhabbet
Demir de sevgiyle erir eğilir

Seven insan yakın görür ırağı
Bilinmez bulunmaz aşkın durağı
Gönül postasında mektup Çırağı
Seher rüzgarına verir eğilir
",erzurum
"Sevda tanesiyim bağban elinde
Aşkın bahçesinde ekili kaldım
Mermeri taşıdım işledi mimar
Bir mezar üstünde dikili kaldım

Gelenler kalmıyor giden gelmiyor
Unutuldum kimse beni anmıyor
Çıplak kaldım kuşlar bile konmuyor
Kurumuş yaprağı dökülü kaldım

Usta gelip sanatına başlamaz
Koyup beni ocağına haşlamaz
Isıtarak tezgâhında işlemez
Aşkı mengenede bükülü kaldım

Kendi kervanını karlı dağdan aşırdı
Engel oldu yollarımı şaşırdı
Çırağı’ya çelme taktı düşürdü
Kalkamam ayağa çökülü kaldım
",erzurum
"Ektiğim yonca
Biçtiğim yonca
Sevdiğim yonca

(Bağlantı)
Oy lele lele
Vay lele lele
Elin elime
Kolun boynuma
Yar havalanmış
Gelmez yanıma

Ektiğim darı
Biçtiğim darı
Sevdiğim sarı

Bağlantı

Ektiğim arpa
Biçtiğim arpa
Sevdiğim körpe

Bağlantı
",erzurum
"Ela gözlüm ben bu elden gidersem
Zülfü perişanım kal melül melül
Kerem et aklından çıkarma beni
Ağla gözyaşını sil melül melül

Elvan çiçekleri takma başına
Kudret kalemini çekme kaşına
Beni ağlatırsan doyma yaşına
Gez benim aşkımla yar melül melül

Karacaoğlan der ki ölüp gidince
Ben de güzel sevdim kendi halimce
Varıp gurbet ile vasıl olunca
Dostlardan haberi al melül melül
",erzurum
"Eledim eledim höllük eledim
Aynalı beşikte canan bebek beledim
Büyüttüm besledim asker eyledim
Gitti de gelmedi canan buna ne çare
Yandı ciğerim de canan buna ne çare

Bir güzel simadır aklımı alan
Aşkın sevdasını canan serime salan
Bizi kınamasın ehl-i din olan
Gitti de gelmedi canan buna ne çare
Yandı ciğerim de canan buna ne çare
",erzurum
"Eledim eledim höllük eledim
Aynalı beşikte nenni söyledim
Böyüttüm besledim asker eyledim

Vurma kafir (zalim) vurma suçumu söyle
Rüyada görmüştüm tecellim böyle

Gışlanın önünde sıra söğütler
Yüzbaşı oturmuş asker öğütler
Haftada tıraş olan goçah yigitler

Vurma kafir (zalim) vurma suçumu söyle
Rüyada görmüştüm tecellim böyle

Gışlanın önünde çif pınar akar
Teneşirin üstünde al ganım akar
Nişanlım çıkmıştır yollara bakar

Vurma kafir (zalim) vurma suçumu söyle
Rüyada görmüştüm tecellim böyle
",erzurum
"Eli değil ben kendimi suçladım
Gönlüme kurmuşum toru bu gece
Vallahi billahi can arzu eder
Görmek istiyorum yari bu gece

Yastaymış da deli gönül yastaymış
Geceli gündüzlü hep ihlastaymış
Bu gün haber aldım o yar hastaymış
Götürüp vereyim nar ı bu gece

Yarın bahçesinde bir çift gül bitmiş
Gülün yaprağında bülbüller ötmüş
Zalim çakır diken eline batmış
Gidip yolacağım har ı bu gece

Yaktı yar ateşi sinemi yaktı
Zalim beni bu hallere bıraktı
Mahkemeden bana bu karar çıktı
Vermişler katlime darı bu gece
",erzurum
"Elindeki nargile (bala)
Doldur ver güle güle
Öyle hırsım çıkir ki (bala)
Kalkım gidem yargile

Kız havar havar (bala)
Havar dimede ne var
Arkadaşım kız olsa (bala)
Alltı aylık yolda ne var
",erzurum
"Erzurum bir diktedir (Hey le le vay le le)
Yeşil perde yüktedir (Giden yarim Gülizarım)
Ele bir yar sevmişem (Hey le le vay le le)
Üçüncü bölüktedir (Giden yarim Gülizarım)

Bir at bindim başı yok (Hey le le vay le le)
Bir çay geçtim taşı yok (Giden yarim Gülizarım)
Burda bir garip yatar (Hey le le vay le le)
Yanında yoldaşı yok (Giden yarim Gülizarım)

Kayalık sekilidir (Hey le le vay le le)
Karanfil ekilidir (Giden yarim Gülizarım)
Bir can bir canı sevse (Hey le le vay le le)
Kim onun vekilidir (Giden yarim Gülizarım)
",erzurum
"Erzurum iki yoldur (esmeri lorke)
Biri sağ biri soldur (hatune lorke)
Çima mali tevri vani (hatune lorke)

Büyük Pasin'e gider (hatune lorke)
Yolun hasına gider (esmeri lorke)
Çima mali tevri vani (hatune lorke)

Kaşların kalem kalem (hatune lorke)
Benden o güzele kelam (esmeri lorke)
Çima mali tevri vani (hatune lorke)
",erzurum
"Erzurum kilidi mülk-i islam'ın
Mevla'ya emanet olsun Erzurum
Erzurum derbend-i ehl-i islam'ın
Mevla'ya emanet olsun Erzurum

Göl yerinde elbet sular bulunur
Yine vardır diye ümid olunur
Bugün yine bin bahaya alınır
Mevla'ya emanet olsun Erzurum

Ramazan'da Al-i Şan ederler
O şehr-i siyami zişan ederler
Fukara gönlümü gülşan ederler
Mevla'ya emanet olsun Erzurum
",erzurum
"Erzurum ovaları
Şalgara şalvar gara bel bağlama
Yayılır develeri
Şalvarı dönder o yara bel bağlama
Oturmuş koyun sağar
Şalgara şalvar gara bel bağlama
Terlemiş sinekleri
Şalvarı dönder o yara bel bağlama

Şalgara şalvar gara bel bağlama
Şalvarı dönder o yara bel bağlama

Bostanım evlek evlek
Şalgara şalvar gara bel bağlama
Dadandı kara leylek
Şalvarı dönder o yara bel bağlama
Ektim biçtim hergettim
Şalgara şalvar gara bel bağlama
Koymadı zalım felek
Şalvarı dönder o yara bel bağlama

Şalgara şalvar gara bel bağlama
Şalvarı dönder o yara bel bağlama

Bostan ektim golattı
Şalgara şalvar gara bel bağlama
Dibinde yılan yattı
Şalvarı dönder o yara bel bağlama
Şu benim kör talihim
Şalgara şalvar gara bel bağlama
Yari uzağa attı
Şalvarı dönder o yara bel bağlama

Şalgara şalvar gara bel bağlama
Şalvarı dönder o yara bel bağlama
",erzurum
"Erzurum ovaları
Eğil oy dağlar yıkıl oy daşlar gar yağsın
Yayılır develeri
Hop de yarim ordadır gözü yoldadır
Bu Cumartesi tez gelsin
Oturmuş goyun sağar
Eğil oy dağlar yıkıl oy daşlar gar yağsın
Terlemiş ağ elleri
Hop de yarim ordadır gözü yoldadır
Bu Cumartesi tez gelsin

Erzurum kıştan ağlar
Eğil oy dağlar yıkıl oy daşlar gar yağsın
Kebabı şişten ağlar
Hop de yarim ordadır gözü yoldadır
Bu Cumartesi tez gelsin
Belini kemer sıkmış
Eğil oy dağlar yıkıl oy daşlar gar yağsın
Al yanak saçtan ağlar
Hop de yarim ordadır gözü yoldadır
Bu Cumartesi tez gelsin
",erzurum
"Erzurum vilayet Geyrek gariyesi
Her salındıkça vardır edası
Yanağa vurmuştur şanın şölvesi

Ağ eller kınalı yüzün ay güzel
Sakın muhanete yar olma canım

Takmış takıştırmış serde parmağın
Parmağın ucunda sedef tırnağın
Ceberler Dağı'nda yayla kaymağın

Ağ eller kınalı yüzün ay güzel
Sakın muhanete yar olma canım
",erzurum
"Erzurum'dan Kemah'tan
Delloy delloy deloy can
Yar gelir oynamaktan
Delloy deloy deloy can
Kızın parmağı şişmiş
Deloy deloy deloy can
Tef çalıp oynamaktan
Delloy delloy delloy can

Erzurum iki yoldur
Delloy delloy deloy can
Biri sağ biri soldur
Delloy delloy deloy can
Kız Allah'ı seversen
Delloy delloy deloy can
Ne sağ et ne de öldür

Erzurum ovasında
Delloy delloy deloy can
Gül açar yaylasında
Delloy delloy deloy can
Kız yanağın al olmuş
Delloy delloy deloy can
Güzeller arasında
Delloy delloy deloy can
",erzurum
"Erzurumlu gelin düştü aklıma
Çıkıp yollarıma bakanım ah ah
Elinde kına yok gözünde sürme
Yalınayak bostan ekenim ah ah

Tarak aldım saçın örmeyi bilmez
Sürme aldım göze sürmeyi bilmez
Çalma saat aldım kurmayı bilmez
Horozun sesiyle gahanım ah ah


",erzurum
"Erzurum'un dağında
Ağam yar paşam yar
Güller açar bağında
Ağam yar paşam yar
Öyle bir yar sevmişim
Ağam yar paşam yar
Onüç ondört yaşında
Ağam yar paşam yar

Erzurum'un dağları
Ağam yar paşam yar
Durmaz akar çayları
Ağam yar paşam yar
İçinde bir güzel var
Ağam yar paşam yar
Hasta eder sağları
Ağam yar paşam yar
",erzurum
"Eşiğin altında çift ilan öter
Yarinden ayrılan bir tevür yatar

Gız yüri sen yüri yayla yolunda
Seni de vururlar yarin yoluna

Eşiğin altında ilan olur mi
Yarinden ayrılan derman bulur mi

Gız yüri sen yüri yayla yolunda
Seni de vururlar yarin yoluna

Eşiğin altında ilan yuvasi
Gurbete çıkana tanrı duasi

Gız yüri sen yüri yayla yolunda
Seni de vururlar yarin yoluna


",erzurum
"(Çırağı)
Barekallah sana kardaş
Dersini ezber etmişsin
Hangi mektepte okudun
Sırrını ezber etmişsin

(Çobanoğlu)
Ömür geçer günler biter
Yerden haberdar etmişsin
Cümleye yardımcı Allah
Nurdan haberdar etmişsin

(Çırağı)
Yardım eyle hüsn-i ala
Sensin alemlere ala
Etten ördürmüşsün kale
Yanını duvar etmişsin

(Çobanoğlu)
Gönüllerde olur tasa
Ömür biter olur kısa
Musa’ya vermişsin asa
Yüce dağı Tur etmişsin

(Çırağı)
Niye kardaş böyle niye
Canım dostuma hediye
Söz vermişsin elestüye
Dilinle ikrar etmişsin

(Çobanoğlu)
Bu canım olmuştur tabi
İmanın dolarsa kabı
Yüz yirmi dört bin Nebi
Resulü muhtar etmişsin

(Çırağı)
Çırağı gel gir meydana
İnsansan layık ol insana
Eğilmezsen yaradana
Vallahi zarar etmişsin

(Çobanoğlu)
Çobanoğlu dünya yalan
Bir kararda Hak yaradan
Şükür yaratıldık insan
Bizi bahtiyar etmişsin
",erzurum
"Aşıkın gönlünde saklanan güzel
Geçti el salladı işaret etti
Dilinde aşk ile diyerek gazel
Koştu el salladı işaret etti

Seslendi aşığa geç telaşından
Uzattı elini karşı köşeden
İçi dışı keder saklı şişeden
İçti el salladı işaret etti

Hastalar derdine arar çareyi
Çekilir kenara gözler sırayı
İlacı yok dedi ağzın yarayı
Açtı el salladı işaret etti

Aşık Çırağı’nın elinde sazı
Kadere inanır yok itirazı
Hakkı zikir eder dille niyazı
Uçtu el salladı işaret etti
",erzurum
"Bırakmadı gezek sahrayı dağı
Taşrayı yabana muhtaç ettiniz
Darmadağın oldu dostun otağı
Bülbülü gülşene muhtaç ettiniz

Ortada bellidir milletin hali
Yapanların boynunadır vebali
Birinin can derdi birinin malı
Ağayı çobana muhtaç ettiniz

Hep böyle mi gelmiş bu gelen çağlar
Birisi neşeli birisi ağlar
Tavanın dibi deliniyor ağalar
Anığı soğana muhtaç ettiniz

Anlamadık bizim nedir işimiz
Nereye gidiyor bu gidişimiz
Soframızdan kalktı milli aşımız
Bir bardak ayrana muhtaç ettiniz

Şerefi şöhreti şanı da çaldız
İliği damarı kanı da çaldız
Seneyi haftayı günü de çaldız
Bizi bir zamana muhtaç ettiniz

Kurt geçti karşıki yamacı kaptı
Peşine gidenler yolundan saptı
Arslan koyun ile anlaşma yaptı
Tazıyı tavşana muhtaç ettiniz

Söyleyin ki beyler hangisi iyi
Siz anlattız hep söyleyi söyleyi
Elinden aldınız ev reisliği
Babamı anama muhtaç ettiniz

Yürürsüz de bir meçhule yürürsüz
Hayalizde nasıl rüya görürsüz
Horoz kurban olur fetva verirsiz
Milleti kurbana muhtaç ettiniz

Bir gün olsun düşünmediz yarını
Yıkıp viran ettiz dost diyarını
Kestiz hayvanın kanatlarını
Arıyı kovana muhtaç ettiniz

Hiçbir türlü bu sevdadan geçemez
Yol bulamaz bir tarafa kaçamaz
Gemisini bağladınız açamaz
Kaptanı limana muhtaç ettiniz

Bütün sırrımızı söylediz yada
Bu yurda etmişiz nice can feda
Yaptınız yapacağız ortada
Yahşiyi yamana muhtaç ettiniz

Ey Nuri Çırağı söylersin neden
Bir gün olur başvururlar ifaden
Medet umduz Yahudi’den Yunan’dan
Vatanı düşmana muhtaç ettiniz
",erzurum
"Evlerinin önü guşlar darısı
Oynar oynar gelir gece yarısı
Bana derler bir çocuğun anası

(Bağlantı)
İlahide ana diye verdin ellere
Yarim küçük söyleniyor dillere

Akşam olur peynir ekmek yiyemez
Sabah olur çarık çorap giyemez
İki sözü bir arada diyemez

Bağlantı
",erzurum
"Evlerinin önü lale bağıdır (vay)
Eser bad-ı saba zülfün dağıdır
Sevilecek koculacak çağıdır

Yandım yar elinden gel insaf eyle
Ellerim koynumda merhamet eyle

Evlerinin önü hamama yakın
Hamamdan çıkıyor boyuna bakın
Altın bileziği koluna takın

Yandım yar elinden gel insaf eyle
Ellerim koynumda merhamet eyle
",erzurum
"Ey güzeller şahı sen gibi güzel
Aranılsa bu cihanda bulunmaz
Kudretinden halkeylemiş Lemyezel
Sen gibisi bu zamanda bulunmaz

Güzellikte şaştım senin işine
Kıvırcık perçemin inmiş kaşına
Güzellik beladır senin başına
Dost arasa her düşmanda bulunmaz

Gökteki melekler sana hizmetçi
Misali gılmanın dişlerin inci
Seni gören der ki gevher satıcı
Hasret olur bir derman da bulunmaz

Nihani'yi yaktın yandırdın kuzu
Sendeki nezaket öldürdü bizi
O nurlu cemali o şahin gözü
Yer yüzünde her insanda bulunmaz
",erzurum
"Ey kardaşlar size tarif edeyim
Arttı bende ah u zarı gurbetin
Bir derdim bin oldu nasıl edeyim
Ağlamaktır beraberi gurbetin

Gurbetin kahrını herkes bilemez
İpek gömlek olsa kimse giyemez
Kimse gurbet ele düşmek dilemez
Odu batsın bu diyar-ı gurbetin

Der Nihani gurbet elde kalanda
Hasretlik dalgası kanun çalanda
Garip yerde baş yastığa gelende
Haram olur helal kari gurbetin
",erzurum
"Ne gönlüm sağlar ne yara bağlar
Kalbimin aklıma naz eylemesi
Eritir sinemi yakarak dağlar
Elini sallayıp göz eylemesi

Ahvalimi dost düşmana bildirir
Hiç acımaz ciğerimi deldirir
Yanıma yaklaşmaz beni öldürür
Uzaktan uzağa söz eylemesi

Hoş yaratmış seni hakkı kudret
Seven sevdiğinden etmez feragat
Onun da gönlünde var ise şayet
Beklenir bu sinemde iz eylemesi

Nuri Çırağı’nın bir bak yüzüne
Elin ver elime yüzün yüzüme
Sakın kanma ağyarların sözüne
İki sevgiliye yüz eylemesi
",erzurum
"(aman aman aman aman)
Ezmi gülzar ittim ama dil hayali yar iden
(yar yar yar yar yar)
Serve yakdım kameti dildarı geldi hatıra
(hadi leylim leylim leylim bir danem gel)

(aman aman aman aman)
Seyrü sahra ey çimen ki fisun etti gamım
(yar yar yar yar yar)
Gülleri gördüm gül ruhsarım geldi hatıra
(hadi leylim leylim leylim bir danem gel)
",erzurum
"Kazanı kaynamaz eleği dönmez
Dumanı bacadan çıkmaz fakirin
Kapısı açılmaz bir kimse gelmez
Komşusu yüzüne bakmaz fakirin

Nasip olmaz gide düğüne toya
On bir nüfusu var düşmüş hay huya
Aylar geçer hasret şekere çaya
Kurumuş pınarı akmaz fakirin

Feleğin fakire bilmem kastı ne
Başın koyar kuru hasır üstüne
Dolu düşer harmanının üstüne
Karısı erkenden kalkmaz fakirin

Kurban günü bir et değer diline
Acımazlar neden ise haline
Çocukları elvan değer diline
Düğünde bayramda yakmaz fakirin

Çırağı geliyor bilmem ne yandan
Kirpiği karışmış yaş ile kandan
Her gün kuru ekmek acı soğandan
Yiyor çocukları bilmez fakirin
",erzurum
"Vergisiz algısız parasız pulsuz
Gönlüm kiraladın farkında mısın
Mürekkep kağıtsız kalemsiz elsiz
Kalben sıraladın farkında mısın

Merhametin yok mu beni bir dinle
Sarasın sînemi kendi elinle
Ahu bakışınla ok kirpiğinle
Vurdun yaraladın farkında mısın

Nuri Çırağı’yım duy bu çağrımı
Merhem getir sar elinle sargımı
Toprak gibi bir taraftan bağrımı
Oydun dereledin farkında mısın
",erzurum
"Fark etmeden benliğini yitirdin
Günah yaptın sırtan aldın götürdün
Ne inişi ne yokuşu bitirdin
Yoruldun düzdesin farkında mısın

Sana zarar gelmez gel peşimize
Yok mu idi bunu anlatan size
Aklın sıra daldın sanma denize
Köpüksün yüzdesin farkında mısın

Kendine gül karşıkine gülmeden
Hakkı bulamazsın insan olmadan
Alışmışsın yanıyorsun bilmeden
Ateşsiz közdesin farkında mısın

Yırt perdeyi daha durma Çırağı
Yola gel kendini yorma Çırağı
Sen kendini fazla yorma Çırağı
Çok değil azdasın farkında mısın
",erzurum
"Bana sual sorma mevsim kaç diye
Benim için bahar hiç yok kış fazla
Met eyleme Mecnun ile Ferhat’ı
Ben Kerem’den çok çektiğim iş fazla

Bir vefa görmedim eşten yarenden
Yalınız usandım derdim sorandan
Yıllardır ağlayan deli borandan
Akıtmışım gözlerimden yaş fazla

Deme aşıkların derdi kayıp da
Sayısın mı bulacaksın sayıp da
Sabır da Eyüp’te dert de Eyüp’te
Sabrım yok ya derdim ondan beş fazla
",erzurum
"Ah aman aman ey aman ey aman
Felek sillesini yüzüme çaktı
Beni bir onulmaz derde bıraktı
Vücudum şehrini odlara yaktı
Yandım ateşine su Leyla
Yandım ateşine su Leyla

Ah aman aman ey aman ey aman
Felek sillesini eyledi çengel
Yare gidem dedim koymaz ki engel
Emrah'ım ölürsem üstüme sen gel
Çeşm'in yaşı ile yu Leyla
Çeşm'in yaşı ile yu Leyla
",erzurum
"Fincanı daştan oyarlar (aman aman)
İçine içine bade koyarlar
Kız seni öpsem doyamam (aman aman)

Aman kız yaman kız yandırdın beni
Kaş ittin göz ittin öldürdün beni

Fincanın etrafı aldır (aman aman)
O beyaz o güzel gerdanın kaldır
At kolun boynuma dolandır (aman aman)

Aman kız yaman kız yandırdın beni
Su serptin kül ettin söndürdün beni
",erzurum
"Galalıyam galalı
De gızım nanay nanay nanay
De hanım nanay nanay nanay
Başı yeşil valalı
Ben bu hanımın nesine yandım
Başındaki fesine yandım
Belindeki kemere yandım

Galadan atın beni
De gızım nanay nanay nanay
De hanım nanay nanay nanay
Gızlara gatın beni
Ben bu hanımın nesine yandım
Başındaki fesine yandım
Belindeki kemere yandım

Gızlar gabül etmezse
De gızım nanay nanay nanay
De hanım nanay nanay nanay
Mezere atın beni
Ben bu hanımın nesine yandım
Başındaki fesine yandım
Belindeki kemere yandım

Gala bir beden olsa
De gızım nanay nanay nanay
De hanım nanay nanay nanay
O yara giden olsa
Ben bu hanımın nesine yandım
Başındaki fesine yandım
Belindeki kemere yandım

O yar uykuda ise
De gızım nanay nanay nanay
De hanım nanay nanay nanay
Uykusu haram olsa
Ben bu hanımın nesine yandım
Başındaki fesine yandım
Belindeki kemere yandım
",erzurum
"Gara çuhalım oğlan (Tillara tillara)
Yola çıkalım oğlan (Tillara tillara)
Bu yıl bize gelmiyor (Tillara tillara)
Yolu yıkalım oğlan (Tillara tillara)

Gara çuham dört yaka (Tillara tillara)
Gırıldık baka baka (Tillara tillara)
O yar bize gelende (Tillara tillara)
Goymam dışarı baka (Tillara tillara)

Gara çuham ehlidir (Tillara tillara)
Yarin yüzü benlidir (Tillara tillara)
Güzel seven gençlerin (Tillara tillara)
Gözlerinden bellidir (Tillara tillara)
",erzurum
"Bağa girdim kiraza
Yar naza ben niyaza
Hani ya söz vermiştin
Gelecektin bu yaza

Garibim garibim
Yol bilemem
Öksüzüm sensizim
Ben gülemem

Kirazlar al al oldu
Yiyemedim bal oldu
Bana gülen gözlerin
Şimdi gülmez ne oldu
",erzurum
"Çiçeklerle sohbet etmektir işi
Dildeki hecesi garip çobanın
Onun belli değil gelip gidişi
Garip bilmecesi garip çobanın

Mevsimleri sonbahar mı bahar mı
Acep geleceğe ümidi var mı
Yağmur mu soğuk mu güneş mi kar mı
Gündüzü gecesi garip çobanın

Koyun meleyince o alır murat
Derdi yok gamı yok ne kadar rahat
Bütün sermayesi bundan ibaret
Kavalı keçesi garip çobanın

Çırağı Azrail gelir habersiz
Çünkü kimsesi yok kalır habersiz
Bir dağın başında ölür habersiz
Budur neticesi garip çobanın
",erzurum
"Çoktan beri bekliyorum
Gelme artık çok geç kaldın
Aktı gitti gözyaşlarını
Silme artık çok geç kaldın

Sinem oldu pare pare
Bekledim oldum avare
Bendeki bu derde çare
Bulma artık çok geç kaldın

Erdali bu aşka yandı
Ecel kapıya dayandı
Sevda pınarı bulandı
Dolma artık çok geç kaldın
",erzurum
"Gel bana dokunma sen insanoğlu
Derindir bu yaram dur böyle kalsın
O yar vurdu derin içten içeri
Bir de sen üstüne vur böyle kalsın

Sağ değil vücudum hep sinem inler
Yaralı kan ağlar gamlı gönüller
Sinemde sıralı çifter çıbanlar
Vur da hançerini yar böyle kalsın

Çırağı gülmemiş bir bahtı kare
Söyle bu halimi o nazlı yare
Öldüğümde de gelmesin üstüme
Sorma içimdeki sır böyle kalsın
",erzurum
